,1,2,respons,gestion,equip,ingeni,inform,industrial,offic,excel,diseñ,analisis
1169,Asistente legal (contrato por suplencia),"[['funcion', 'analisis', 'revision', 'y', 'elabor', 'de', 'cart', 'inform', 'legal', 'contrat', 'poder', 'actas', 'entre', 'document', 'legal', 'gestion', 'coordin', 'y', 'hac', 'seguimient', 'a', 'los', 'divers', 'tramit', 'ante', 'las', 'entidad', 'public', 'y', 'priv', 'dar', 'soport', 'legal', 'en', 'labor', 'administr', 'y', 'jurid', 'dar', 'apoy', 'en', 'el', 'analisis', 'y', 'absolu', 'de', 'consult', 'legal', 'de', 'las', 'distint', 'aer', 'de', 'la', 'empres', 'asist', 'al', 'asesor', 'legal', 'en', 'las', 'divers', 'activ', 'que', 'se', 'llev', 'a', 'cab', 'en', 'el', 'departament', 'legal', 'y', 'otras', 'funcion', 'de', 'acuerd', 'al', 'puest', 'requisit', 'egres', 'o', 'bachill', 'en', 'derech', 'un', 'año', 'de', 'experient', 'en', 'empres', 'del', 'rubr', 'miner', 'agricol', 'y', 'construccion', 'civil', 'o', 'años', 'de', 'experient', 'de', 'practic', 'pre', 'profesional', 'conoc', 'en', 'derech', 'societari', 'miner', 'y', 'civil', 'benefici', 'ingres', 'a', 'planill', 'y', 'benefici', 'laboral', 'desd', 'el', 'prim', 'dia', 'de', 'trabaj', 'sueld', 'acord', 'al', 'merc', 'grat', 'ambient', 'laboral', 'horari', 'de', 'trabaj', 'lun', 'a', 'viern', 'de', 'am', 'pm', 'y', 'sab', 'am', 'a', 'pm', 'segun', 'program', 'lug', 'de', 'trabaj', 'san', 'borj', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1170,Asistente de selección y capacitación,"[['funcionescoordin', 'las', 'activ', 'administr', 'relacion', 'con', 'la', 'busqued', 'e', 'ingres', 'de', 'nuev', 'emple', 'y', 'sus', 'correspondient', 'program', 'de', 'induccion', 'transferent', 'promocion', 'y', 'egresosmanten', 'actualiz', 'los', 'legaj', 'personal', 'y', 'de', 'benefici', 'al', 'igual', 'que', 'tod', 'otra', 'document', 'laboral', 'de', 'los', 'emple', 'con', 'ajust', 'a', 'las', 'regul', 'administr', 'en', 'vigorrespons', 'por', 'la', 'prepar', 'de', 'report', 'de', 'soport', 'gerencial', 'especif', 'de', 'la', 'funcion', 'de', 'rrhh', 'ej', 'reclut', 'seleccion', 'y', 'capacitacionrespons', 'de', 'los', 'proces', 'de', 'seleccion', 'extern', 'e', 'intern', 'desd', 'la', 'solicitud', 'del', 'perfil', 'hast', 'la', 'firm', 'de', 'contratolevant', 'y', 'valid', 'los', 'perfil', 'de', 'puest', 'de', 'la', 'organizacionlevant', 'de', 'neces', 'de', 'capacit', 'y', 'supervis', 'la', 'ejecu', 'de', 'plan', 'anual', 'de', 'capacitacioninform', 'acerc', 'de', 'tendenci', 'del', 'merc', 'laboral', 'en', 'materi', 'de', 'compens', 'y', 'benefici', 'mejor', 'practic', 'nuev', 'regul', 'etc', 'apoy', 'en', 'las', 'divers', 'activ', 'intern', 'del', 'are', 'de', 'recurs', 'human', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1171,Analista de desarrollo de producto – ingeniero alimentario,"[['funcion', 'investig', 'nuev', 'tendenci', 'referent', 'a', 'tecnic', 'de', 'conserv', 'de', 'aliment', 'a', 'traves', 'de', 'aplic', 'de', 'adit', 'proces', 'empaqu', 'y', 'tecnolog', 'de', 'vanguardi', 'aplic', 'a', 'los', 'proces', 'monitor', 'el', 'cumplimient', 'de', 'los', 'parametr', 'en', 'los', 'proces', 'productivosrealiz', 'los', 'analisis', 'de', 'control', 'de', 'calid', 'de', 'los', 'product', 'en', 'proces', 'y', 'registr', 'los', 'result', 'de', 'las', 'evalu', 'realiz', 'supervis', 'y', 'verific', 'el', 'cumplimient', 'de', 'las', 'buen', 'practic', 'de', 'manufactur', 'en', 'los', 'proces', 'otras', 'funcion', 'que', 'le', 'encarg', 'su', 'jef', 'inmediatorequisit', 'años', 'de', 'experient', 'com', 'supervisor', 'de', 'calid', 'o', 'anal', 'de', 'desarroll', 'formacion', 'ing', 'alimentari', 'conoc', 'de', 'sistem', 'de', 'calid', 'haccp', 'y', 'bpmexcel', 'a', 'nivel', 'intermedi', 'benefici', 'sueld', 's', 'benefici', 'de', 'ley', 'desd', 'el', 'prim', 'dia', 'de', 'laboreslug', 'de', 'trabaj', 'los', 'oliv', 'desarroll', 'profesional', 'y', 'line', 'de', 'carrer', 'horari', 'lu', 'a', 'vi', 'am', 'a', 'pm', 'y', 'sab', 'am', 'a', 'pm', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1172,Técnico de facturación - almacen farmacia,"[['salog', 'empres', 'lid', 'en', 'el', 'sector', 'de', 'salud', 'y', 'logist', 'con', 'capital', 'brasileñ', 'certific', 'en', 'iso', 'y', 'con', 'buen', 'practic', 'de', 'almacen', 'nos', 'encontr', 'en', 'la', 'busqued', 'de', 'tecnic', 'de', 'factur', 'que', 'cumpl', 'con', 'los', 'siguient', 'requisit', 'funcionesrealiz', 'la', 'verif', 'de', 'las', 'recet', 'separ', 'embal', 'en', 'su', 'empaqu', 'correspondienteregistr', 'los', 'dat', 'de', 'las', 'cantidad', 'encontr', 'fisicamenteregistr', 'el', 'stock', 'en', 'el', 'kardex', 'asi', 'com', 'el', 'estad', 'de', 'conserv', 'de', 'los', 'materialesconserv', 'en', 'optim', 'condicion', 'las', 'herramient', 'yo', 'equip', 'asign', 'par', 'el', 'desarroll', 'de', 'sus', 'laboresmanipul', 'los', 'material', 'estrateg', 'garantiz', 'su', 'estad', 'de', 'conservacionrealiz', 'otras', 'funcion', 'encomend', 'por', 'su', 'jef', 'inmediatorequerimientostecn', 'titul', 'de', 'farmaci', 'enferm', 'tecnic', 'administrativoexperient', 'minim', 'de', 'mes', 'en', 'el', 'manej', 'y', 'conoc', 'de', 'medicament', 'y', 'material', 'medicoms', 'offic', 'excel', 'nivel', 'basic', 'beneficiosplanill', 'desd', 'el', 'prim', 'diaagrad', 'clim', 'laboraloportun', 'de', 'pertenec', 'empres', 'lid', 'en', 'almacen', 'de', 'medicament', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1173,Operario de almacén - santa anita,"[['por', 'encarg', 'de', 'nuestr', 'client', 'una', 'import', 'empres', 'de', 'distribu', 'nos', 'encontr', 'en', 'busqued', 'de', 'un', 'operari', 'de', 'almacen', 'sant', 'anit', 'funcion', 'recepcion', 'almacenaj', 'y', 'despach', 'de', 'mercad', 'realiz', 'el', 'control', 'fisic', 'y', 'documentari', 'correspondient', 'cumpl', 'con', 'las', 'buen', 'practic', 'de', 'almacenaj', 'orden', 'limpiez', 'y', 'sst', 'atencion', 'a', 'client', 'intern', 'requisit', 'secund', 'complet', 'experient', 'de', 'mes', 'en', 'funcion', 'de', 'almacen', 'o', 'produccion', 'deseabl', 'manej', 'de', 'maquinari', 'montacarg', 'contrabalanc', 'rued', 'deseabl', 'disponibil', 'par', 'trabaj', 'en', 'horari', 'rotat', 'en', 'sant', 'anit', 'benefici', 'tod', 'los', 'de', 'leyutilidadeseps', 'aliment', 'y', 'movil', 'si', 'cumpl', 'con', 'los', 'requisit', 'es', 'tu', 'oportun', 'acercat', 'el', 'lun', 'con', 'tu', 'dni', 'y', 'cv', 'actualiz', 'a', 'av', 'nicol', 'ayllon', 'segund', 'pis', 'frent', 'a', 'metr', 'de', 'puruchuc', 'en', 'la', 'mism', 'carreter', 'central', 'ate', 'desd', 'las', 'am', 'hast', 'las', 'am', 'te', 'esper', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1174,Almacenero distribución (lurin),"[['en', 'softys', 'peru', 'nos', 'encontr', 'en', 'busqued', 'de', 'almacener', 'distribu', 'que', 'cumpl', 'con', 'el', 'siguient', 'perfil', 'requisit', 'secundari', 'complet', 'minim', 'mes', 'de', 'experient', 'picking', 'inventari', 'almacen', 'distribu', 'disponibil', 'inmediat', 'disponibil', 'par', 'labor', 'en', 'lurin', 'funcionesü', 'prepar', 'los', 'ped', 'par', 'manten', 'el', 'proces', 'distribut', 'en', 'funcion', 'orden', 'de', 'bodeg', 'y', 'control', 'los', 'inventari', 'par', 'garantiz', 'que', 'el', 'eri', 'exactitud', 'del', 'registr', 'de', 'inventari', 'se', 'manteng', 'dentr', 'de', 'los', 'objet', 'del', 'areaü', 'oper', 'de', 'maner', 'segur', 'asim', 'cumpl', 'los', 'requer', 'del', 'program', 'bpa', 'buen', 'practic', 'de', 'almacen', 'y', 'demas', 'requer', 'defin', 'en', 'nuestr', 'proced', 'y', 'requer', 'corporativosü', 'y', 'desempeñ', 'cualqui', 'otra', 'activ', 'conex', 'y', 'complementari', 'relacion', 'a', 'las', 'funcion', 'descrit', 'en', 'el', 'present', 'manual', 'benefici', 'aliment', 'cubiert', 'al', 'atract', 'remuner', 'descuent', 'en', 'product', 'conveni', 'educ', 'buen', 'clim', 'laboral', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1175,Analista comercial corporativo - rubro financiero,"[['nos', 'encontr', 'en', 'busqued', 'de', 'un', 'personal', 'que', 'cumpl', 'con', 'los', 'siguient', 'requisitosuniversitari', 'de', 'la', 'carrer', 'de', 'administr', 'econom', 'ingeni', 'industrialempresarial', 'o', 'afinescont', 'con', 'o', 'años', 'de', 'experient', 'en', 'posicion', 'de', 'asistentepract', 'en', 'la', 'industri', 'bancariamanej', 'de', 'offic', 'excel', 'asi', 'com', 'conoc', 'avanz', 'en', 'herramient', 'de', 'dat', 'mining', 'business', 'intelligenc', 'estadist', 'yo', 'analisis', 'cuantitativod', 'preferent', 'conoc', 'en', 'banc', 'canal', 'digital', 'gestion', 'de', 'proyect', 'yo', 'gestion', 'comercial', 'funcionesmanej', 'una', 'carter', 'de', 'client', 'actual', 'y', 'prospect', 'nuev', 'client', 'visit', 'reunion', 'present', 'propuest', 'comercial', 'seguimient', 'cierr', 'de', 'contratosegu', 'de', 'contrat', 'proyect', 'critic', 'activ', 'beneficiossueld', 'acord', 'al', 'mercadoplanill', 'desd', 'el', 'prim', 'dia', 'con', 'tod', 'los', 'benefici', 'de', 'leyhorari', 'de', 'lun', 'a', 'viern', 'de', 'am', 'a', 'pm', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1176,Especialista ethical hacking - owasp,"[['som', 'una', 'consultor', 'lid', 'que', 'ofrec', 'servici', 'relacion', 'con', 'tecnolog', 'de', 'la', 'inform', 'y', 'sistem', 'desarroll', 'de', 'la', 'integr', 'de', 'solucion', 'outsourcing', 'de', 'aplic', 'e', 'infraestructur', 'nos', 'encontr', 'en', 'busqued', 'de', 'profesional', 'par', 'ocup', 'el', 'carg', 'de', 'especial', 'ethical', 'hacking', 'owasp', 'requisitosbachill', 'o', 'titul', 'en', 'sistem', 'informat', 'industrial', 'o', 'afinescertif', 'en', 'ethical', 'hacking', 'o', 'penetration', 'testing', 'certif', 'secur', 'web', 'application', 'engin', 'o', 'developerexperient', 'de', 'cuatr', 'años', 'en', 'servici', 'de', 'ethical', 'hackingconoc', 'en', 'buen', 'practic', 'com', 'owasp', 'riesg', 'de', 'segur', 'en', 'aplic', 'webconoc', 'en', 'lenguaj', 'de', 'program', 'net', 'deseabledisponibil', 'inmediat', 'deseableinteres', 'envi', 'hoj', 'de', 'vid', 'al', 'email', 'lhuaynacceroarrobabackgroundcomp', 'comercialarrobabackgroundcomp', 'y', 'asistentearrobabackgroundcomp', 'indic', 'pretension', 'y', 'disponibil', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1177,Asistente contable,"[['requisit', 'egresado', 'de', 'la', 'carrer', 'de', 'contabil', 'experient', 'minim', 'de', 'un', 'año', 'com', 'asistent', 'contabl', 'o', 'practic', 'profesional', 'de', 'contabil', 'o', 'afin', 'deseabl', 'conoc', 'en', 'manej', 'de', 'conc', 'o', 'similar', 'deseabl', 'conoc', 'en', 'registr', 'contabl', 'nif', 'y', 'tribut', 'funcion', 'analiz', 'y', 'elabor', 'asient', 'de', 'cuent', 'contabl', 'de', 'riesg', 'o', 'impact', 'medi', 'en', 'los', 'eeff', 'a', 'fin', 'de', 'asegur', 'que', 'la', 'inform', 'que', 'va', 'a', 'los', 'eeff', 'sea', 'veraz', 'oportun', 'y', 'confiabl', 'recib', 'y', 'revis', 'la', 'document', 'contabl', 'de', 'soport', 'a', 'las', 'oper', 'y', 'transaccion', 'de', 'la', 'entid', 'a', 'fin', 'de', 'asegur', 'la', 'legibil', 'y', 'calid', 'de', 'los', 'dat', 'exactitud', 'y', 'completitud', 'atend', 'requer', 'de', 'inform', 'propi', 'del', 'are', 'contabl', 'de', 'form', 'oral', 'o', 'escrit', 'inform', 'cuadr', 'y', 'otros', 'document', 'par', 'contribu', 'a', 'la', 'tom', 'de', 'decision', 'de', 'las', 'gerenci', 'solicit', 'benefici', 'ingres', 'a', 'planill', 'horari', 'de', 'lun', 'a', 'viern', 'grat', 'ambient', 'laboral', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1178,Escuela de microfinanzas caja sullana - lima metrolitana,"[['en', 'caj', 'sullan', 'busc', 'talent', 'com', 'tu', 'joven', 'estudi', 'que', 'sean', 'dinam', 'y', 'quier', 'potenci', 'su', 'carrer', 'profesional', 'en', 'el', 'sector', 'de', 'las', 'microfinanzasrequisitosestudi', 'desd', 'el', 'cicl', 'de', 'estudi', 'a', 'nivel', 'universitari', 'y', 'cicl', 'a', 'nivel', 'tecnic', 'de', 'las', 'carrer', 'de', 'administr', 'administracion', 'bancari', 'econom', 'marketing', 'negoci', 'internacional', 'contabil', 'ingeni', 'industrial', 'ingeni', 'de', 'sistem', 'ingeni', 'agropecuari', 'ingeni', 'pesquer', 'civil', 'y', 'otras', 'afinespredisposicion', 'al', 'trabaj', 'de', 'vent', 'de', 'camp', 'y', 'oficinaorient', 'a', 'cumplimient', 'de', 'metasfacil', 'de', 'palabr', 'y', 'buen', 'capac', 'par', 'relacion', 'beneficiosasign', 'de', 'movil', 'comision', 'por', 'vent', 'asesor', 'desd', 'el', 'inici', 'del', 'program', 'formacion', 'por', 'mesestaller', 'teoric', 'practic', 'capacit', 'constant', 'horari', 'full', 'tim', 'se', 'ofrecepertenec', 'a', 'una', 'institu', 'financ', 'sol', 'en', 'el', 'mercadoline', 'de', 'carrer', 'grat', 'ambient', 'de', 'trabajoingres', 'a', 'planill', 'lueg', 'de', 'culmin', 'el', 'program', 'de', 'formacion', 'postul', 'y', 'viv', 'la', 'pasion', 'de', 'pertenec', 'a', 'la', 'famili', 'de', 'caj', 'sullan', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1179,Gerente de selección y reclutamiento,"[['busc', 'un', 'psicolog', 'administr', 'o', 'ingenier', 'industrial', 'par', 'una', 'empres', 'lid', 'en', 'su', 'rubr', 'dispuest', 'a', 'enfrent', 'el', 'desafi', 'de', 'gerent', 'de', 'reclut', 'y', 'selecciondetall', 'del', 'clientenuestr', 'client', 'es', 'una', 'empres', 'import', 'del', 'rubr', 'de', 'serviciosdescripcion', 'de', 'la', 'ofertasus', 'principal', 'funcion', 'seran', 'gestion', 'accion', 'estrateg', 'y', 'tactic', 'con', 'el', 'equip', 'par', 'seleccion', 'reclut', 'y', 'reten', 'al', 'mejor', 'talent', 'en', 'funcion', 'a', 'las', 'neces', 'del', 'negoci', 'gestion', 'estrategi', 'par', 'reforz', 'la', 'marc', 'empleador', 'lider', 'al', 'equip', 'de', 'seleccion', 'par', 'gener', 'una', 'imag', 'de', 'team', 'consultor', 'y', 'resolut', 'gestion', 'los', 'kpis', 'y', 'presupuest', 'del', 'areaperfil', 'del', 'candidatobusc', 'un', 'psicolog', 'administr', 'o', 'ingenier', 'industrial', 'con', 'al', 'men', 'años', 'de', 'experient', 'lider', 'equip', 'de', 'talent', 'reclut', 'y', 'seleccion', 'lid', 'con', 'vision', 'estrateg', 'y', 'experient', 'en', 'practic', 'innovadorasofert', 'de', 'empleoofrec', 'pertenec', 'a', 'una', 'empres', 'lid', 'en', 'su', 'sector', 'con', 'excelent', 'clim', 'laboral', 'y', 'autonom', 'en', 'la', 'gestion', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1180,Auxiliar de control patrimonial,"[['nuestr', 'client', 'de', 'sector', 'salud', 'a', 'nivel', 'nacional', 'requier', 'contrat', 'e', 'incorpor', 'a', 'su', 'staff', 'de', 'colabor', 'la', 'siguient', 'posicion', 'auxili', 'de', 'control', 'patrimonial', 'requisitosültim', 'cicl', 'o', 'egres', 'de', 'la', 'carrer', 'de', 'contabilidadconoc', 'de', 'excel', 'a', 'nivel', 'intermerdi', 'o', 'avanzadoexperient', 'minim', 'de', 'año', 'en', 'puest', 'similarexperient', 'com', 'practic', 'en', 'el', 'are', 'contablefuncionesgestion', 'en', 'inventari', 'rotat', 'propi', 'y', 'de', 'tercerosgestion', 'la', 'sal', 'de', 'aactiv', 'fij', 'con', 'gui', 'de', 'remisionmanten', 'los', 'fil', 'de', 'activ', 'fij', 'en', 'form', 'organiz', 'y', 'actualizadaapoy', 'en', 'el', 'control', 'de', 'inventari', 'intern', 'y', 'externoscontrol', 'de', 'ingres', 'y', 'sal', 'de', 'activ', 'fij', 'beneficiosingres', 'a', 'planill', 'desd', 'el', 'prim', 'diabu', 'clim', 'laborabenefici', 'de', 'la', 'empres', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1181,Escuela de microfinanzas - lima metrolitana,"[['en', 'caj', 'sullan', 'busc', 'talent', 'com', 'tu', 'joven', 'estudi', 'que', 'sean', 'dinam', 'y', 'quier', 'potenci', 'su', 'carrer', 'profesional', 'en', 'el', 'sector', 'de', 'las', 'microfinanzasrequisitosestudi', 'desd', 'el', 'cicl', 'de', 'estudi', 'a', 'nivel', 'universitari', 'y', 'cicl', 'a', 'nivel', 'tecnic', 'de', 'las', 'carrer', 'de', 'administr', 'administracion', 'bancari', 'econom', 'marketing', 'negoci', 'internacional', 'contabil', 'ingeni', 'industrial', 'ingeni', 'de', 'sistem', 'ingeni', 'agropecuari', 'ingeni', 'pesquer', 'civil', 'y', 'otras', 'afinespredisposicion', 'al', 'trabaj', 'de', 'vent', 'de', 'camp', 'y', 'oficinaorient', 'a', 'cumplimient', 'de', 'metasfacil', 'de', 'palabr', 'y', 'buen', 'capac', 'par', 'relacion', 'beneficiosasign', 'de', 'movil', 'comision', 'por', 'vent', 'asesor', 'desd', 'el', 'inici', 'del', 'program', 'formacion', 'por', 'mesestaller', 'teoric', 'practic', 'capacit', 'constant', 'horari', 'full', 'tim', 'se', 'ofrecepertenec', 'a', 'una', 'institu', 'financ', 'sol', 'en', 'el', 'mercadoline', 'de', 'carrer', 'grat', 'ambient', 'de', 'trabajoingres', 'a', 'planill', 'lueg', 'de', 'culmin', 'el', 'program', 'de', 'formacion', 'postul', 'y', 'viv', 'la', 'pasion', 'de', 'pertenec', 'a', 'la', 'famili', 'de', 'caj', 'sullan', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1182,Jefe de categoría bebidas no alcohólicas,"[['misiondesarroll', 'estrategi', 'comercial', 'de', 'las', 'categor', 'a', 'carg', 'defin', 'lin', 'mix', 'de', 'product', 'preci', 'de', 'vent', 'y', 'form', 'de', 'comercializ', 'par', 'cad', 'clust', 'a', 'fin', 'de', 'cumpl', 'con', 'los', 'objet', 'de', 'vent', 'y', 'rentabil', 'plant', 'par', 'cad', 'cadenafuncionesnegoci', 'constant', 'con', 'proveedor', 'y', 'are', 'intern', 'a', 'fin', 'de', 'desarroll', 'plan', 'necesari', 'par', 'cumplimient', 'de', 'objet', 'en', 'vent', 'rentabil', 'y', 'coberturaanalisis', 'permanent', 'del', 'merc', 'y', 'competent', 'par', 'identific', 'mejor', 'practic', 'y', 'oportunidadesidentif', 'y', 'desarroll', 'de', 'oportun', 'de', 'negoci', 'definicion', 'de', 'product', 'proveedor', 'preci', 'logist', 'y', 'promocion', 'requisit', 'bachill', 'o', 'licenci', 'en', 'ingeni', 'industrial', 'administr', 'o', 'afin', 'años', 'de', 'experient', 'en', 'el', 'are', 'comercialdes', 'experient', 'en', 'el', 'manej', 'de', 'categor', 'de', 'beb', 'en', 'esta', 'empres', 'esta', 'prohib', 'la', 'discrimin', 'ley', 'n', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1183,Frontend developer,"[['en', 'experis', 'lid', 'global', 'en', 'solucion', 'de', 'seleccion', 'y', 'gestion', 'de', 'proyect', 'par', 'perfil', 'profesional', 'nos', 'encontr', 'en', 'busqued', 'de', 'un', 'talent', 'par', 'incorpor', 'al', 'equip', 'de', 'trabaj', 'de', 'nuestr', 'client', 'par', 'cubr', 'la', 'siguient', 'posicion', 'requisit', 'par', 'postul', 'al', 'carg', 'profesional', 'de', 'la', 'carrer', 'de', 'ingeni', 'informat', 'o', 'sistem', 'o', 'afinesmas', 'de', 'años', 'de', 'experient', 'desarroll', 'en', 'lo', 'siguienteexperient', 'en', 'react', 'react', 'nativ', 'y', 'reactjs', 'experient', 'de', 'años', 'en', 'htmlhtml', 'csscss', 'javascript', 'and', 'nodejs', 'python', 'or', 'php', 'experient', 'en', 'años', 'jquery', 'or', 'angularjs', 'y', 'restful', 'githubfuncion', 'principal', 'del', 'puest', 'analiz', 'diseñ', 'y', 'desarrollarimplement', 'las', 'solucion', 'de', 'softwar', 'destin', 'a', 'atend', 'los', 'requerimientosaplic', 'las', 'mejor', 'practic', 'y', 'estandar', 'en', 'los', 'desarroll', 'realizadosinteraccion', 'con', 'usuari', 'a', 'tod', 'nivell', 'empres', 'ofrec', 'al', 'candidat', 'seleccion', 'ingres', 'a', 'planill', 'con', 'tod', 'los', 'benefici', 'de', 'leysalari', 'acord', 'al', 'mercadocrec', 'profesional', 'competent', 'comunicacionautonomiaproactividadanalisis', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
1184,Asistente junior de bienestar social,"[['caden', 'de', 'optic', 'en', 'sudamer', 'con', 'presenci', 'en', 'latinoamerican', 'ecuador', 'chil', 'colombi', 'y', 'peru', 'destac', 'por', 'dar', 'las', 'mejor', 'solucion', 'optic', 'a', 'nuestr', 'client', 'con', 'nuestr', 'marc', 'gmo', 'y', 'econopt', 'se', 'encuentr', 'en', 'la', 'busqued', 'deasistent', 'junior', 'de', 'bienest', 'socialfuncionesejecut', 'los', 'program', 'social', 'asist', 'y', 'asesor', 'al', 'trabaj', 'realiz', 'los', 'tramit', 'de', 'segur', 'social', 'lactanci', 'matern', 'subsidi', 'y', 'eps', 'suministr', 'los', 'uniform', 'de', 'personal', 'tiend', 'y', 'centr', 'de', 'distribucionrequisitosegres', 'de', 'trabaj', 'socialexperient', 'de', 'mes', 'o', 'año', 'en', 'el', 'puest', 'en', 'empres', 'con', 'mas', 'trabaj', 'inclu', 'practicasmanej', 'de', 'la', 'normat', 'laboralconoc', 'y', 'experient', 'en', 'ejecu', 'de', 'program', 'de', 'bienest', 'socialconoc', 'en', 'normat', 'de', 'es', 'salud', 'y', 'legisl', 'laboral', 'gestion', 'y', 'recuper', 'de', 'subsidiosdisponibil', 'par', 'viaj', 'a', 'provinciasexcel', 'a', 'nivel', 'intermedi', 'deseableofrecemosingres', 'a', 'planill', 'desd', 'el', 'prim', 'dia', 'con', 'tod', 'los', 'benefici', 'de', 'ley', 'gratif', 'cts', 'utilidadescontrat', 'de', 'año', 'renov', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
