,1,2,respons,gestion,equip,ingeni,inform,industrial,offic,excel,diseñ,analisis
280,Practicante de comunicaciones,"[['en', 'lamsac', 'nos', 'encontr', 'en', 'la', 'busqued', 'de', 'un', 'practic', 'par', 'el', 'are', 'de', 'comunicacionesprincipal', 'funcionesdiseñ', 'grafic', 'par', 'las', 'comun', 'intern', 'de', 'la', 'compañ', 'uso', 'de', 'program', 'de', 'diseñ', 'adobeapoy', 'en', 'la', 'creacion', 'de', 'document', 'manual', 'vide', 'corpor', 'not', 'de', 'prensafilm', 'y', 'edicion', 'de', 'vide', 'par', 'uso', 'intern', 'de', 'la', 'compañ', 'nivel', 'avanz', 'de', 'adob', 'premiererealiz', 'de', 'inform', 'de', 'prens', 'y', 'medi', 'digitalesredaccion', 'y', 'elabor', 'de', 'conten', 'actualiz', 'period', 'los', 'medi', 'de', 'comun', 'intern', 'com', 'period', 'mural', 'web', 'pantall', 'de', 'tv', 'y', 'red', 'socialesrequisitosestudi', 'de', 'ultim', 'cicl', 'de', 'las', 'carrer', 'de', 'comun', 'marketing', 'publicidadconoc', 'a', 'nivel', 'intermedi', 'o', 'avanz', 'de', 'paquet', 'adob', 'de', 'diseñ', 'photoshop', 'e', 'ilustrator', 'y', 'edicion', 'audiovisual', 'adob', 'premieredomini', 'de', 'ingles', 'a', 'nivel', 'intermedi', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
281,Practicante de marketing,"[['inchcap', 'es', 'una', 'empres', 'global', 'con', 'presenci', 'en', 'pais', 'y', 'que', 'oper', 'com', 'soci', 'estrateg', 'de', 'las', 'marc', 'de', 'automovil', 'mas', 'import', 'del', 'mund', 'en', 'peru', 'represent', 'las', 'marc', 'de', 'bmw', 'subaru', 'dfsk', 'y', 'bydactual', 'nos', 'encontr', 'en', 'la', 'busqued', 'del', 'mejor', 'talent', 'por', 'lo', 'que', 'quer', 'invitart', 'a', 'form', 'part', 'de', 'nuestr', 'famili', 'en', 'la', 'posicion', 'de', 'practic', 'de', 'marketing', 'funcion', 'apoy', 'en', 'las', 'campañ', 'de', 'marketing', 'que', 'ayud', 'a', 'logr', 'los', 'objet', 'comercial', 'utiliz', 'las', 'herramient', 'y', 'canal', 'que', 'permit', 'la', 'mayor', 'efectividadadministr', 'los', 'avis', 'contrat', 'y', 'report', 'de', 'maner', 'orden', 'en', 'carpetaspropuest', 'de', 'merchandisingenvi', 'de', 'mailings', 'en', 'marketing', 'cloudapoy', 'en', 'event', 'y', 'activ', 'requisit', 'egres', 'de', 'las', 'carrer', 'de', 'marketing', 'comun', 'yo', 'afinesexperient', 'de', 'año', 'realiz', 'funcion', 'similarescont', 'con', 'conoc', 'avanz', 'de', 'excel', 'a', 'nivel', 'macrosconoc', 'de', 'marketing', 'digitalconoc', 'de', 'manej', 'de', 'bas', 'de', 'datosconoc', 'de', 'public', 'y', 'comunicacioningles', 'intermedi', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
282,Practicante de diseño gráfico,"[['reconoc', 'entid', 'especializ', 'en', 'el', 'rubr', 'de', 'servici', 'corpor', 'se', 'encuentr', 'en', 'la', 'busqued', 'de', 'los', 'mejor', 'talent', 'par', 'ocup', 'la', 'vacant', 'de', 'practic', 'de', 'diseñ', 'grafic', 'requisitosestudi', 'tecnic', 'de', 'diseñ', 'graficoconoc', 'en', 'program', 'de', 'diseñ', 'com', 'indesign', 'ilustrator', 'premier', 'dreamweav', 'photoshop', 'javascript', 'y', 'htmlconoc', 'en', 'edicion', 'de', 'videosdomini', 'basic', 'de', 'diagram', 'y', 'diseñon', 'webd', 'poreferent', 'pos', 'portafoli', 'con', 'diseñ', 'realiz', 'funcionesbrind', 'apoy', 'en', 'la', 'elabor', 'de', 'public', 'y', 'editorialesapoy', 'en', 'la', 'elabor', 'de', 'boletin', 'internosd', 'soport', 'par', 'el', 'desarroll', 'de', 'piez', 'grafic', 'par', 'comun', 'corporativaapoy', 'en', 'el', 'manej', 'de', 'red', 'socialesapoy', 'en', 'la', 'elabor', 'de', 'los', 'vide', 'corporativospresent', 'propuest', 'atract', 'en', 'busc', 'de', 'la', 'excelent', 'del', 'negoci', 'beneficiossubvencion', 'econom', 'acord', 'al', 'mercadosegur', 'priv', 'cubiertopertenec', 'a', 'una', 'empres', 'sol', 'y', 'reconoc', 'a', 'nivel', 'nacionalbu', 'clim', 'laboral', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
283,Practicante de inteligencia comercial,"[['som', 'una', 'entid', 'financ', 'de', 'capital', 'peruan', 'enfoc', 'en', 'negoci', 'de', 'banc', 'personal', 'y', 'banc', 'empres', 'nos', 'encontr', 'en', 'la', 'busqued', 'de', 'practic', 'de', 'inteligent', 'comercial', 'par', 'que', 'form', 'part', 'de', 'nuestr', 'equip', 'de', 'marketing', 'requisitosestudi', 'de', 'los', 'ultim', 'cicl', 'de', 'las', 'carrer', 'econom', 'estadist', 'ing', 'industrial', 'o', 'ing', 'sistem', 'uso', 'de', 'herramient', 'de', 'ms', 'offic', 'a', 'nivel', 'expert', 'excel', 'powerpoint', 'word', 'accessconoc', 'a', 'nivel', 'intermedi', 'en', 'sql', 'serv', 'qlikviewdeseableconoc', 'basic', 'de', 'algoritm', 'y', 'programaciondes', 'funcion', 'ü', 'vel', 'por', 'los', 'cumplimient', 'de', 'desarroll', 'y', 'ejecu', 'de', 'los', 'proyectosü', 'apoy', 'en', 'la', 'creacion', 'de', 'campañ', 'de', 'crm', 'de', 'tod', 'los', 'productosü', 'monitor', 'y', 'control', 'el', 'program', 'de', 'fidelizacionü', 'atend', 'las', 'solicitud', 'del', 'client', 'intern', 'en', 'el', 'tiemp', 'establec', 'ofrecemosconveni', 'de', 'practicassegur', 'particul', 'cubiert', 'al', 'grat', 'ambient', 'laboraloportun', 'de', 'desarroll', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
284,Practicante de nómina,"[['nos', 'encontr', 'en', 'la', 'busqued', 'del', 'mejor', 'talent', 'par', 'integr', 'a', 'nuestr', 'equip', 'en', 'la', 'posicion', 'de', 'practic', 'de', 'nomin', 'funcionesregistr', 'las', 'altas', 'y', 'baj', 'de', 'los', 'pass', 'a', 'nivel', 'nacional', 'en', 'nuestr', 'sistem', 'de', 'planill', 'fractalregistr', 'las', 'altas', 'y', 'baj', 'de', 'los', 'pass', 'a', 'nivel', 'nacional', 'en', 'tregistrocoordin', 'respect', 'al', 'envi', 'de', 'la', 'fich', 'de', 'personal', 'de', 'los', 'pass', 'con', 'los', 'rgs', 'y', 'asistent', 'de', 'rgs', 'a', 'nivel', 'nacionalcoordin', 'respect', 'al', 'registr', 'de', 'la', 'fich', 'de', 'personal', 'con', 'los', 'consultor', 'de', 'seleccion', 'a', 'nivel', 'nacional', 'requisitosprofesional', 'de', 'las', 'carrer', 'de', 'contabil', 'econom', 'recurs', 'human', 'yo', 'afinesexperient', 'minim', 'de', 'mes', 'no', 'indispensableconoc', 'de', 'tregistr', 'deseabl', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
285,Practicante profesional de producto,"[['biteloper', 'de', 'telefon', 'part', 'del', 'holding', 'viettel', 'group', 'una', 'de', 'las', 'empres', 'de', 'telecomun', 'de', 'mayor', 'crecimient', 'a', 'nivel', 'mundial', 'identific', 'por', 'su', 'capac', 'de', 'innov', 'y', 'por', 'brind', 'internet', 'de', 'calid', 'a', 'tod', 'sus', 'usuari', 'se', 'encuentr', 'en', 'la', 'busqued', 'de', 'un', 'practic', 'profesional', 'de', 'product', 'funcionesapoy', 'en', 'la', 'evalu', 'y', 'creacion', 'de', 'propuest', 'par', 'el', 'lanzamient', 'de', 'nuev', 'product', 'desarroll', 'de', 'polit', 'consider', 'un', 'analisis', 'de', 'la', 'regul', 'de', 'osiptelbrind', 'soport', 'par', 'la', 'coordin', 'con', 'dptos', 'tecnic', 'par', 'configur', 'el', 'sistem', 'de', 'acuerd', 'a', 'los', 'requisit', 'comercialesapoy', 'en', 'la', 'coordin', 'con', 'la', 'division', 'de', 'investig', 'de', 'merc', 'par', 'solicit', 'report', 'e', 'inform', 'necesari', 'par', 'el', 'desarroll', 'de', 'nuev', 'product', 'requisitosrecien', 'egres', 'de', 'las', 'carrer', 'universitari', 'de', 'administr', 'comun', 'marketing', 'o', 'afinesdes', 'experient', 'en', 'el', 'rubr', 'de', 'telecomun', 'o', 'retailnivel', 'de', 'ingles', 'intermedi', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
286,Practicante profesional de administración,"[['gcz', 'ingenier', 'es', 'una', 'empres', 'lid', 'a', 'nivel', 'nacional', 'con', 'mas', 'de', 'años', 'de', 'experient', 'en', 'el', 'diseñ', 'fabric', 'y', 'puest', 'en', 'march', 'de', 'pequeñ', 'y', 'median', 'central', 'hidroelectr', 'por', 'increment', 'de', 'activ', 'nos', 'encontr', 'en', 'busqued', 'depract', 'profesional', 'de', 'administracionfuncion', 'apoy', 'en', 'el', 'registr', 'de', 'os', 'y', 'conform', 'en', 'el', 'erp', 'gestion', 'en', 'reembols', 'y', 'entreg', 'a', 'rend', 'coordin', 'divers', 'con', 'las', 'diferent', 'are', 'de', 'la', 'empres', 'orden', 'y', 'archiv', 'de', 'document', 'otras', 'activ', 'encarg', 'por', 'la', 'jefatur', 'del', 'are', 'requisitosegresada', 'o', 'bachill', 'de', 'la', 'carrer', 'de', 'administr', 'de', 'empres', 'o', 'negoci', 'ingenieri', 'industrial', 'economiaviv', 'en', 'zon', 'aledañ', 'a', 'la', 'zon', 'sur', 'de', 'limaconoc', 'en', 'gestion', 'administrativamanej', 'de', 'excel', 'nivel', 'avanz', 'macr', 'y', 'tablasdes', 'manej', 'de', 'sistem', 'de', 'gestionbeneficiosgrat', 'ambient', 'laboralremuner', 'acord', 'al', 'merc', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
287,Practicante profesional  de distribución,"[['por', 'encarg', 'de', 'nuestr', 'client', 'import', 'comercializ', 'de', 'combust', 'nos', 'encontr', 'en', 'la', 'busqued', 'de', 'un', 'practic', 'profesional', 'de', 'distribu', 'requisit', 'egres', 'o', 'bachill', 'de', 'la', 'carrer', 'de', 'ingenieri', 'industrial', 'o', 'administracionexperient', 'minim', 'de', 'mes', 'en', 'el', 'are', 'de', 'despach', 'opear', 'o', 'almacenexcel', 'intermedi', 'indispensabledisponibil', 'par', 'labor', 'en', 'el', 'calla', 'de', 'lun', 'a', 'viern', 'de', 'am', 'a', 'pmfuncion', 'gener', 'el', 'report', 'y', 'gener', 'la', 'oc', 'par', 'la', 'compr', 'de', 'lubricantescoordin', 'y', 'planific', 'los', 'despach', 'en', 'lim', 'y', 'provinciaemit', 'document', 'de', 'despachod', 'soport', 'en', 'el', 'despach', 'de', 'los', 'ped', 'programadosrealiz', 'el', 'seguimient', 'a', 'los', 'document', 'emitidosprogram', 'y', 'coordin', 'con', 'el', 'csc', 'el', 'ped', 'de', 'los', 'client', 'que', 'recogenbeneficiossueld', 'acord', 'al', 'mercadobon', 'de', 'aliment', 'acces', 'a', 'movilidadsegur', 'fol', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
288,Practicante profesional de selección,"[['nos', 'encontr', 'en', 'la', 'busqued', 'de', 'un', 'practic', 'profesional', 'de', 'seleccion', 'par', 'la', 'headhunt', 'del', 'grup', 'adecc', 'requisit', 'egres', 'de', 'las', 'carrer', 'de', 'psicolog', 'administr', 'recurs', 'human', 'ing', 'industrialexperient', 'de', 'mes', 'en', 'el', 'are', 'de', 'seleccion', 'de', 'personal', 'en', 'consultoraoffic', 'intermedioingles', 'intermediofuncion', 'principal', 'public', 'las', 'convocatori', 'en', 'los', 'diferent', 'canal', 'de', 'reclutamientorealiz', 'el', 'filtr', 'curricul', 'y', 'telefon', 'de', 'los', 'cvs', 'recibidosprogram', 'las', 'evalu', 'psicolog', 'verif', 'de', 'referent', 'laboral', 'examen', 'medic', 'y', 'entrevistasbrind', 'apoy', 'en', 'la', 'valid', 'de', 'perfil', 'de', 'puestomanten', 'actualiz', 'el', 'estatus', 'de', 'los', 'proces', 'de', 'seleccion', 'vigentescoordin', 'con', 'el', 'are', 'de', 'administr', 'de', 'personal', 'el', 'proces', 'de', 'incorporacionbrind', 'apoy', 'al', 'consultor', 'en', 'las', 'labor', 'administr', 'requer', 'en', 'el', 'are', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
289,Practicante pre profesional legal,"[['enel', 'import', 'empres', 'multinacional', 'lid', 'en', 'el', 'sector', 'energ', 'se', 'encuentr', 'en', 'la', 'busqued', 'de', 'joven', 'orient', 'al', 'cambi', 'par', 'cubr', 'la', 'vacant', 'de', 'practic', 'pre', 'profesional', 'legalrequisitosestudi', 'de', 'ultim', 'cicl', 'de', 'derechodes', 'conoc', 'de', 'derech', 'civil', 'real', 'y', 'administr', 'proced', 'y', 'normat', 'del', 'estad', 'en', 'desarroll', 'de', 'proyect', 'tramit', 'y', 'permis', 'del', 'minemdomini', 'de', 'ingles', 'a', 'nivel', 'intermedi', 'o', 'avanzadodisponibil', 'par', 'labor', 'en', 'san', 'miguel', 'desafiosrevision', 'de', 'expedient', 'de', 'concesion', 'autoriz', 'permis', 'eiaapoy', 'en', 'la', 'revision', 'de', 'termin', 'de', 'referent', 'y', 'contratosactualiz', 'de', 'cuadr', 'de', 'concesion', 'autoriz', 'y', 'servidumbresapoy', 'par', 'la', 'elabor', 'de', 'expedient', 'de', 'servidumbr', 'beneficiosconsolid', 'tu', 'aprendizaj', 'en', 'la', 'empres', 'lid', 'del', 'sector', 'energiaflexibil', 'de', 'horari', 'viern', 'a', 'medi', 'jornadasegur', 'medic', 'particul', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
290,Practicante profesional electrónica industrial,"[['som', 'una', 'import', 'empres', 'industrial', 'con', 'unidad', 'de', 'negoci', 'y', 'actual', 'estam', 'en', 'busqued', 'de', 'un', 'practic', 'electron', 'industrial', 'par', 'nuestr', 'are', 'de', 'manten', 'que', 'cuent', 'con', 'el', 'perfil', 'que', 'detall', 'a', 'continu', 'requisit', 'egres', 'tecnic', 'de', 'la', 'carrer', 'de', 'electron', 'industrial', 'o', 'mecatron', 'industrial', 'conoc', 'de', 'hidraul', 'refriger', 'electr', 'conoc', 'de', 'variador', 'de', 'veloc', 'y', 'servodrivers', 'funcion', 'manten', 'prevent', 'y', 'correct', 'del', 'sistem', 'electr', 'y', 'electron', 'instal', 'y', 'puest', 'en', 'funcion', 'de', 'sistem', 'de', 'control', 'automat', 'instal', 'configur', 'de', 'variador', 'de', 'veloc', 'servodrivers', 'benefici', 'aliment', 'cubiert', 'al', 'grat', 'ambient', 'laboral', 'el', 'perfil', 'solicit', 'esta', 'abiert', 'a', 'la', 'particip', 'de', 'person', 'con', 'discapac', 'en', 'el', 'proces', 'de', 'seleccion', 'el', 'postul', 'deb', 'llev', 'a', 'entrev', 'el', 'certific', 'de', 'discapac', 'exped', 'por', 'las', 'institu', 'autoriz', 'por', 'ley', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
291,Practicante profesional de comunicaciones,"[['pesquer', 'diamant', 'empres', 'del', 'sector', 'industrial', 'que', 'satisfac', 'las', 'neces', 'alimentici', 'del', 'merc', 'peruan', 'y', 'mundial', 'requier', 'una', 'person', 'con', 'experient', 'par', 'cubr', 'la', 'posicion', 'de', 'practic', 'profesional', 'de', 'comun', 'mision', 'del', 'puest', 'el', 'soport', 'par', 'la', 'implement', 'de', 'solucion', 'de', 'comun', 'intern', 'y', 'extern', 'requisit', 'egres', 'de', 'comun', 'par', 'el', 'desarroll', 'period', 'o', 'comun', 'social', 'conoc', 'general', 'en', 'redaccion', 'fotograf', 'y', 'gestion', 'de', 'red', 'social', 'indispens', 'manej', 'de', 'photoshop', 'indispens', 'conoc', 'en', 'respons', 'social', 'y', 'report', 'de', 'sostenibil', 'deseabl', 'minim', 'mes', 'de', 'experient', 'funcion', 'redact', 'creativ', 'agil', 'y', 'efect', 'la', 'inform', 'a', 'comunic', 'en', 'la', 'empres', 'a', 'traves', 'de', 'red', 'social', 'revist', 'intern', 'mural', 'mailings', 'y', 'tv', 'realiz', 'seguimient', 'a', 'los', 'proces', 'de', 'comun', 'dispuest', 'por', 'el', 'are', 'par', 'el', 'exit', 'de', 'las', 'campañ', 'intern', 'promocion', 'mensaj', 'comunicacional', 'a', 'traves', 'de', 'la', 'ejecu', 'de', 'event', 'con', 'enfoqu', 'al', 'client', 'intern', 'consolid', 'en', 'entrev', 'filmacion', 'fotos', 'focus', 'groups', 'la', 'inform', 'par', 'la', 'empres', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
292,Practicante profesional comercial envasado,"[['es', 'tu', 'oportun', 'si', 'quier', 'pertenec', 'al', 'grup', 'primax', 'primax', 'gas', 'y', 'form', 'part', 'de', 'un', 'equip', 'llen', 'de', 'energ', 'y', 'pasion', 'te', 'invit', 'a', 'postul', 'a', 'la', 'posicion', 'de', 'practic', 'de', 'marketing', 'dond', 'realiz', 'las', 'siguient', 'funcion', 'apoy', 'en', 'el', 'soport', 'comercial', 'a', 'los', 'ejecut', 'de', 'ventasapoy', 'en', 'la', 'gestion', 'de', 'permis', 'y', 'autoriz', 'que', 'requ', 'el', 'areaapoy', 'en', 'la', 'gestion', 'de', 'permis', 'y', 'requisit', 'par', 'la', 'habilit', 'de', 'local', 'de', 'vent', 'y', 'unidad', 'vehicularesapoy', 'en', 'la', 'gestion', 'de', 'poliz', 'par', 'local', 'de', 'vent', 'y', 'unidad', 'vehicularesapoy', 'en', 'el', 'sete', 'de', 'preciosapoy', 'en', 'el', 'control', 'de', 'activ', 'cilindr', 'e', 'indic', 'de', 'plant', 'requisitosegres', 'o', 'bachill', 'de', 'las', 'carrer', 'de', 'administr', 'de', 'empres', 'o', 'ingeni', 'industrialexcel', 'a', 'nivel', 'intermedioconoc', 'es', 'sap', 'deseableexperient', 'previ', 'de', 'mes', 'en', 'el', 'are', 'comercial', 'o', 'administr', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
293,Practicante de industrias alimentarias,"[['rintis', 'empres', 'con', 'mas', 'de', 'años', 'lider', 'el', 'merc', 'nacional', 'dedic', 'a', 'la', 'fabric', 'y', 'comercializ', 'de', 'product', 'alimentici', 'y', 'de', 'higien', 'par', 'mascot', 'ten', 'com', 'marc', 'ricoc', 'ricocat', 'canb', 'entre', 'otros', 'se', 'encuentr', 'en', 'la', 'busqued', 'de', 'un', 'practic', 'de', 'asunt', 'regulatori', 'cuy', 'perfil', 'pas', 'a', 'detall', 'funcion', 'soport', 'en', 'las', 'activ', 'inherent', 'al', 'registr', 'sanitari', 'de', 'product', 'de', 'la', 'empres', 'ante', 'los', 'organ', 'gubernamentalesmanej', 'de', 'vuc', 'ventanill', 'unic', 'de', 'comerci', 'exteriorsoport', 'en', 'las', 'activ', 'desarroll', 'por', 'el', 'are', 'regulatori', 'en', 'la', 'elabor', 'de', 'los', 'proces', 'de', 'registrobrind', 'soport', 'en', 'fabric', 'de', 'document', 'de', 'proces', 'proced', 'requisit', 'estudi', 'de', 'los', 'ultim', 'cicl', 'o', 'egres', 'en', 'las', 'carrer', 'de', 'ingeni', 'de', 'industri', 'alimentariasdes', 'cont', 'con', 'experient', 'previ', 'vincul', 'al', 'puestodisponibil', 'par', 'labor', 'en', 'nuestr', 'plant', 'de', 'ate', 'benefici', 'subvencion', 'economicaaliment', 'cubiert', 'al', 'seguropertenec', 'a', 'una', 'empres', 'con', 'presenci', 'a', 'nivel', 'internacionalposibil', 'de', 'desarroll', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
294,Practicante de contabilidad,"[['por', 'encarg', 'de', 'nuestr', 'client', 'es', 'una', 'import', 'y', 'reconoc', 'empres', 'de', 'equip', 'y', 'maquinari', 'par', 'sector', 'de', 'min', 'y', 'construccion', 'nos', 'encontr', 'en', 'busqued', 'de', 'un', 'practic', 'de', 'contabil', 'requisit', 'curs', 'la', 'carrer', 'de', 'contabil', 'primer', 'cicl', 'cont', 'con', 'experient', 'en', 'are', 'contabl', 'minim', 'de', 'a', 'mesesten', 'conoc', 'en', 'norm', 'tributariasproactivorespons', 'funcion', 'apoy', 'en', 'la', 'elabor', 'de', 'planill', 'apoy', 'en', 'analisis', 'de', 'cuent', 'de', 'result', 'cost', 'gast', 'ingres', 'apoy', 'registr', 'de', 'oper', 'contabl', 'apoy', 'en', 'la', 'revision', 'de', 'impuest', 'ofrec', 'ingres', 'a', 'planill', 'con', 'tod', 'los', 'benefici', 'de', 'leygrat', 'ambient', 'laboralsalari', 'superior', 'al', 'mercadohorari', 'de', 'am', 'a', 'pm', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
295,Practicante profesional de administración,"[['gcz', 'ingenier', 'es', 'una', 'empres', 'lid', 'a', 'nivel', 'nacional', 'con', 'mas', 'de', 'años', 'de', 'experient', 'en', 'el', 'diseñ', 'fabric', 'y', 'puest', 'en', 'march', 'de', 'pequeñ', 'y', 'median', 'central', 'hidroelectr', 'por', 'increment', 'de', 'activ', 'nos', 'encontr', 'en', 'busqued', 'de', 'practic', 'de', 'administracionfuncion', 'apoy', 'en', 'el', 'registr', 'de', 'os', 'y', 'conform', 'en', 'el', 'erp', 'gestion', 'en', 'reembols', 'y', 'entreg', 'a', 'rend', 'coordin', 'divers', 'con', 'las', 'diferent', 'are', 'de', 'la', 'empres', 'orden', 'y', 'archiv', 'de', 'document', 'otras', 'activ', 'encarg', 'por', 'la', 'jefatur', 'del', 'are', 'requisitosegresada', 'o', 'bachill', 'de', 'la', 'carrer', 'de', 'administr', 'de', 'empress', 'o', 'negoci', 'ingenieri', 'industrial', 'economiaviv', 'en', 'zon', 'aledañ', 'a', 'la', 'zon', 'sur', 'de', 'limaconoc', 'en', 'gestion', 'administrativamanej', 'de', 'excel', 'nivel', 'avanz', 'macr', 'y', 'tablasdes', 'manej', 'de', 'sistem', 'de', 'gestionbeneficiosgrat', 'ambient', 'laboralremuner', 'acord', 'al', 'merc', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
296,Practicante de mantenimiento,"[['exsa', 'sa', 'empres', 'lid', 'en', 'solucion', 'de', 'voladur', 'con', 'mas', 'de', 'años', 'en', 'el', 'merc', 'peruan', 'con', 'una', 'factur', 'mayor', 'a', 'los', 'us', 'millon', 'pertenecient', 'al', 'grup', 'brec', 'principal', 'grup', 'econom', 'del', 'paiswwwexsanets', 'encuentr', 'en', 'la', 'busqued', 'de', 'tres', 'practic', 'que', 'reun', 'los', 'siguient', 'requisit', 'funcion', 'particip', 'en', 'las', 'labor', 'de', 'manten', 'mecan', 'prevent', 'correct', 'de', 'equip', 'con', 'la', 'supervision', 'respect', 'llev', 'registr', 'de', 'las', 'activ', 'de', 'manten', 'y', 'report', 'al', 'supervisor', 'de', 'manten', 'control', 'de', 'horometr', 'de', 'plant', 'a', 'realiz', 'semanal', 'orden', 'la', 'inform', 'tecnic', 'de', 'los', 'equip', 'manual', 'plan', 'y', 'registr', 'control', 'de', 'document', 'contribu', 'con', 'el', 'orden', 'y', 'limpiez', 'del', 'are', 'carrer', 'estudi', 'ultim', 'cicl', 'de', 'la', 'carrer', 'tecnic', 'mecatron', 'tecnic', 'electr', 'excluyent', 'conoc', 'nivel', 'basic', 'de', 'ms', 'excel', 'nivel', 'basic', 'de', 'inglescompetent', 'pro', 'activ', 'trabaj', 'en', 'equip', 'comun', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
